"gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"Female",0,"Yes","Yes",31,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",21,697.7,"No"
"Male",0,"No","No",3,"No","No phone service","DSL","Yes","No","Yes","Yes","No","No","Month-to-month","No","Mailed check",41.35,107.25,"No"
"Male",0,"No","No",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.25,109.8,"No"
"Male",0,"No","No",25,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",99.3,2513.5,"No"
"Male",0,"Yes","No",24,"No","No phone service","DSL","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",29.1,688,"No"
"Male",0,"No","Yes",27,"Yes","No","DSL","Yes","Yes","No","No","No","No","One year","No","Mailed check",56.2,1567.55,"No"
"Female",0,"Yes","Yes",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.35,442.6,"No"
"Female",0,"Yes","Yes",62,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",106.05,6703.5,"No"
"Male",1,"Yes","No",32,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",104.9,3351.55,"Yes"
"Male",0,"Yes","No",66,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",104.05,6890,"Yes"
"Female",0,"Yes","No",41,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.65,875.55,"No"
"Male",1,"Yes","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.4,74.4,"Yes"
"Male",0,"Yes","No",39,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",20.45,790,"No"
"Male",0,"Yes","No",63,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.25,1237.65,"No"
"Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.45,20.45,"No"
"Male",1,"No","No",8,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.7,560.85,"Yes"
"Male",0,"No","No",1,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",50.15,50.15,"No"
"Female",0,"Yes","Yes",47,"Yes","No","DSL","No","Yes","No","Yes","No","Yes","Two year","No","Bank transfer (automatic)",63.8,3007.25,"No"
"Male",1,"No","No",67,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",101.4,6841.05,"No"
"Male",0,"No","No",4,"Yes","No","DSL","No","Yes","No","Yes","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",63.75,226.2,"No"
"Male",0,"Yes","No",57,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","No","Electronic check",107.95,5969.85,"No"
"Male",0,"No","No",12,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",79.95,1043.4,"No"
"Male",0,"Yes","Yes",68,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.75,1686.15,"No"
"Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.05,45.05,"Yes"
"Female",0,"No","No",6,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",63.4,348.8,"No"
"Male",0,"Yes","No",20,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",89,1820.45,"Yes"
"Female",0,"No","No",43,"Yes","No","DSL","No","Yes","No","Yes","No","No","One year","No","Electronic check",55.45,2444.25,"No"
"Male",0,"No","No",32,"Yes","No","DSL","No","No","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",64.85,2010.95,"No"
"Male",0,"No","No",51,"No","No phone service","DSL","Yes","No","No","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",44.45,2181.55,"No"
"Male",0,"Yes","No",49,"No","No phone service","DSL","No","Yes","No","No","Yes","Yes","Two year","No","Credit card (automatic)",49.65,2409.9,"No"
"Male",0,"No","Yes",40,"No","No phone service","DSL","Yes","Yes","No","Yes","No","No","One year","No","Mailed check",40.25,1564.05,"No"
"Female",0,"Yes","Yes",64,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","One year","Yes","Electronic check",92.85,5980.75,"No"
"Male",0,"Yes","No",53,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","One year","No","Bank transfer (automatic)",97.75,5043.2,"No"
"Female",0,"No","No",56,"Yes","No","DSL","Yes","No","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",60.25,3282.75,"No"
"Female",0,"Yes","Yes",26,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",20.25,493.95,"No"
"Male",0,"No","No",7,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.85,635.6,"Yes"
"Female",0,"No","No",4,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",80.3,324.2,"No"
"Female",0,"Yes","Yes",34,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",25.6,917.15,"No"
"Male",0,"Yes","No",24,"Yes","Yes","DSL","Yes","No","No","Yes","No","No","One year","Yes","Electronic check",58.35,1346.9,"No"
"Male",0,"No","No",51,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Credit card (automatic)",80,4242.35,"Yes"
"Female",0,"Yes","Yes",62,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.15,6283.3,"Yes"
"Male",1,"No","No",57,"Yes","No","DSL","No","No","Yes","Yes","No","No","One year","Yes","Electronic check",53.5,3035.8,"No"
"Male",0,"No","No",67,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.5,1430.95,"No"
"Male",0,"Yes","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",89.9,6457.15,"No"
"Female",0,"Yes","Yes",33,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.1,670.35,"No"
"Male",0,"No","No",12,"No","No phone service","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Mailed check",34,442.45,"No"
"Male",0,"No","No",12,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.45,1059.55,"Yes"
"Male",0,"No","No",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.4,181.8,"No"
"Male",0,"No","Yes",27,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",79.5,2180.55,"Yes"
"Female",0,"No","No",29,"Yes","Yes","DSL","No","No","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",71,2080.1,"No"
"Female",0,"No","No",3,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",55.3,196.15,"Yes"
"Female",1,"Yes","No",67,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","Electronic check",105.6,7112.15,"No"
"Male",0,"Yes","No",71,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",108.6,7690.9,"Yes"
"Female",0,"No","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",44.45,82.7,"No"
"Female",0,"Yes","Yes",64,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",24.05,1559.15,"No"
"Female",0,"No","No",37,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.05,3810.55,"No"
"Female",0,"No","No",10,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",75.75,777.3,"No"
"Male",0,"No","No",6,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",84.4,556.35,"Yes"
"Female",0,"No","No",39,"Yes","No","DSL","No","Yes","No","No","Yes","No","One year","Yes","Credit card (automatic)",58.6,2224.5,"No"
"Male",0,"No","No",11,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","No","Electronic check",84.8,888.75,"No"
"Female",0,"Yes","No",71,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",61.4,4310.35,"No"
"Female",0,"No","No",17,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.15,353.65,"No"
"Female",0,"No","No",58,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",79.8,4526.85,"No"
"Female",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",113.65,8182.75,"No"
"Female",0,"No","Yes",43,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",106,4532.3,"No"
"Male",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",103.4,7372.65,"Yes"
"Male",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",100.55,7325.1,"No"
"Male",0,"No","No",5,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",75.15,392.65,"No"
"Female",1,"No","No",44,"Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","One year","No","Credit card (automatic)",89.15,3990.75,"No"
"Male",0,"Yes","Yes",68,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",82.85,5776.45,"No"
"Male",0,"No","Yes",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)",20.35,122,"No"
"Female",1,"No","No",38,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",99.55,3734.25,"Yes"
"Female",0,"No","No",17,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70,1144.5,"Yes"
"Male",0,"No","No",17,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",25.65,440.2,"No"
"Female",0,"No","No",23,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",54.4,1249.25,"No"
"Male",0,"No","Yes",29,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.85,535.05,"No"
"Male",0,"Yes","No",18,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",49.55,878.35,"Yes"
"Male",0,"No","No",19,"Yes","Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","No","Mailed check",69.6,1394.55,"No"
"Male",1,"No","No",39,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Electronic check",90.7,3413.25,"No"
"Male",0,"No","No",31,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.4,3143.65,"No"
"Male",0,"Yes","Yes",52,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","No","One year","Yes","Electronic check",68.75,3482.85,"No"
"Female",0,"Yes","No",17,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.35,307,"No"
"Male",0,"Yes","No",58,"No","No phone service","DSL","No","No","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",45,2689.35,"No"
"Male",1,"Yes","No",17,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",81.5,1329.2,"Yes"
"Female",0,"Yes","No",51,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.5,1281.25,"No"
"Male",0,"Yes","No",52,"Yes","No","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","No","Electronic check",84.1,4348.65,"Yes"
"Female",0,"No","No",9,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","No","Electronic check",80.55,653.9,"No"
"Female",0,"No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.25,71.2,"No"
"Male",0,"No","Yes",40,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",20.4,854.9,"No"
"Male",0,"No","No",3,"No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",29.75,96.85,"No"
"Female",0,"No","No",13,"Yes","No","DSL","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",71.95,923.85,"No"
"Female",0,"No","No",12,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.2,1046.1,"Yes"
"Male",0,"Yes","Yes",63,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.55,1245.6,"No"
"Female",0,"Yes","Yes",26,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.65,494.9,"No"
"Male",0,"No","No",16,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",49.45,799,"No"
"Male",0,"No","Yes",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.45,106.9,"No"
"Female",0,"Yes","Yes",10,"Yes","No","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Mailed check",55.55,551.3,"No"
"Male",0,"No","No",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",24.4,24.4,"No"
"Female",0,"Yes","Yes",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.1,1460.85,"No"
"Male",0,"No","No",33,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",68.25,2171.15,"Yes"
